wavelength [um],"Bulb Spectra, No background"
0.488104,11320.4
0.488139,11329.6
0.488174,11311.6
0.488209,11316
0.488244,11403.2
0.488279,11357.2
0.488314,11540.4
0.488349,11422.8
0.488383,11406
0.488418,11435.2
0.488453,11423.6
0.488488,11396.8
0.488523,11576.4
0.488558,11412.4
0.488593,11476.4
0.488628,11532
0.488663,11513.2
0.488698,11509.2
0.488733,11568.4
0.488768,11533.6
0.488802,11588
0.488837,11611.2
0.488872,11550.4
0.488907,11593.6
0.488942,11640
0.488977,11522.8
0.489012,11568.8
0.489047,11649.6
0.489082,11612.8
0.489117,11621.2
0.489151,11670
0.489186,11642
0.489221,11626.8
0.489256,11636.8
0.489291,11658.8
0.489326,11630
0.489361,11767.6
0.489396,11646
0.489431,11674.8
0.489466,11596.4
0.4895,11760
0.489535,11726.8
0.48957,11727.2
0.489605,11736
0.48964,11714
0.489675,11812
0.48971,11700.4
0.489745,11800.8
0.48978,11720
0.489814,11843.6
0.489849,11812.8
0.489884,11776
0.489919,11770
0.489954,11886.4
0.489989,11782.4
0.490024,11794.4
0.490059,11757.6
0.490094,11798
0.490128,11906.8
0.490163,11866.8
0.490198,11908.4
0.490233,11876
0.490268,11906
0.490303,11918
0.490338,11894.4
0.490373,11923.6
0.490407,11868.4
0.490442,11910
0.490477,11972
0.490512,11916
0.490547,11878.8
0.490582,11970.4
0.490617,12112.8
0.490651,12004
0.490686,12024.4
0.490721,12035.6
0.490756,12108.4
0.490791,11986.4
0.490826,12021.6
0.490861,12046.8
0.490896,12131.2
0.49093,12090.8
0.490965,12105.2
0.491,12090.4
0.491035,12110.4
0.49107,12160.4
0.491105,12083.6
0.49114,12064.8
0.491174,12103.2
0.491209,12177.6
0.491244,12133.2
0.491279,12155.2
0.491314,12138.8
0.491349,12155.6
0.491383,12154.4
0.491418,12234
0.491453,12214.8
0.491488,12184
0.491523,12178.4
0.491558,12182.4
0.491593,12279.6
0.491627,12184.8
0.491662,12270.4
0.491697,12303.6
0.491732,12350
0.491767,12234.4
0.491802,12295.6
0.491836,12223.6
0.491871,12329.6
0.491906,12333.2
0.491941,12384
0.491976,12288.8
0.492011,12391.2
0.492045,12369.6
0.49208,12254.8
0.492115,12353.6
0.49215,12313.2
0.492185,12365.2
0.49222,12430.8
0.492254,12354.4
0.492289,12340.8
0.492324,12412.4
0.492359,12458.8
0.492394,12450.4
0.492429,12452.8
0.492463,12457.2
0.492498,12447.2
0.492533,12521.2
0.492568,12420.4
0.492603,12447.6
0.492638,12485.6
0.492672,12501.2
0.492707,12503.6
0.492742,12492
0.492777,12572.8
0.492812,12460.8
0.492846,12476.8
0.492881,12413.6
0.492916,12574.8
0.492951,12496
0.492986,12582.8
0.49302,12492
0.493055,12612.4
0.49309,12523.6
0.493125,12463.2
0.49316,12552.4
0.493195,12609.2
0.493229,12617.6
0.493264,12751.2
0.493299,12638.4
0.493334,12626.4
0.493369,12592
0.493403,12783.6
0.493438,12704.4
0.493473,12747.6
0.493508,12609.6
0.493543,12802.8
0.493577,12710.8
0.493612,12708
0.493647,12794.8
0.493682,12707.6
0.493716,12802
0.493751,12662
0.493786,12810.8
0.493821,12734.8
0.493856,12797.6
0.49389,12729.2
0.493925,12756
0.49396,12806.4
0.493995,12843.6
0.49403,12837.6
0.494064,12799.2
0.494099,12817.6
0.494134,12892
0.494169,12850.8
0.494204,12846
0.494238,12921.2
0.494273,12851.2
0.494308,12888
0.494343,12909.2
0.494377,12936.8
0.494412,13021.6
0.494447,12908
0.494482,12919.6
0.494517,12937.2
0.494551,12969.6
0.494586,12953.2
0.494621,12983.6
0.494656,12996.4
0.49469,12940
0.494725,13046.8
0.49476,12971.6
0.494795,12979.2
0.494829,13056
0.494864,13108
0.494899,13043.6
0.494934,12964.4
0.494968,13014
0.495003,12978
0.495038,12879.2
0.495073,13018
0.495108,12937.6
0.495142,12918.4
0.495177,12965.6
0.495212,12928.4
0.495247,13005.2
0.495281,12928.4
0.495316,12924.4
0.495351,12880.4
0.495386,12920.4
0.49542,12909.2
0.495455,12950.8
0.49549,12961.2
0.495525,12918
0.495559,12974
0.495594,12898
0.495629,12977.2
0.495664,12898.8
0.495698,12884
0.495733,12904.8
0.495768,12920.8
0.495803,12889.2
0.495837,12882
0.495872,12935.6
0.495907,12834.4
0.495941,12950.8
0.495976,12920.8
0.496011,12936.8
0.496046,12952.4
0.49608,12907.6
0.496115,12896.8
0.49615,12846.4
0.496185,12901.2
0.496219,12778.8
0.496254,12900
0.496289,12803.2
0.496324,12911.2
0.496358,12940.8
0.496393,12836.4
0.496428,12768
0.496462,12850
0.496497,12824
0.496532,12913.6
0.496567,12848.8
0.496601,12876.4
0.496636,12882.8
0.496671,12857.6
0.496706,12942.8
0.49674,12850
0.496775,12957.2
0.49681,12836.4
0.496844,12958.8
0.496879,13006
0.496914,12876
0.496949,12917.2
0.496983,12834.8
0.497018,12835.6
0.497053,12853.2
0.497087,12834
0.497122,12921.2
0.497157,12866
0.497192,12918
0.497226,12824
0.497261,12910.4
0.497296,12862.8
0.49733,12865.2
0.497365,12881.2
0.4974,12858.4
0.497434,12977.6
0.497469,12811.6
0.497504,12885.2
0.497539,12909.2
0.497573,12950
0.497608,12902.8
0.497643,12920
0.497677,12981.6
0.497712,12884.8
0.497747,12930.4
0.497781,12888.8
0.497816,12830.8
0.497851,12832.4
0.497886,12858.8
0.49792,12926.4
0.497955,12876
0.49799,12856
0.498024,12937.2
0.498059,12902.8
0.498094,12825.6
0.498128,12863.6
0.498163,12926
0.498198,12883.2
0.498232,12911.6
0.498267,12937.6
0.498302,12913.6
0.498336,12890.4
0.498371,12948.8
0.498406,12891.6
0.49844,12924.8
0.498475,12844.4
0.49851,12916.4
0.498544,12948.8
0.498579,12967.6
0.498614,12918.8
0.498648,12922.8
0.498683,12946.4
0.498718,12973.6
0.498752,12940
0.498787,13036
0.498822,12996.8
0.498856,12957.6
0.498891,12958
0.498926,12927.2
0.49896,12970
0.498995,12888.8
0.49903,12987.2
0.499064,12986
0.499099,13046
0.499134,12991.2
0.499168,13012
0.499203,13097.6
0.499238,12930
0.499272,13014
0.499307,12924
0.499342,13004.8
0.499376,12943.6
0.499411,12987.6
0.499446,12946
0.49948,13027.6
0.499515,13032
0.49955,13053.2
0.499584,12984.8
0.499619,12993.6
0.499654,12950.4
0.499688,13048
0.499723,13019.2
0.499758,13038.8
0.499792,12979.6
0.499827,12982.4
0.499861,13044.4
0.499896,13021.2
0.499931,13149.2
0.499965,13042
0.5,13086.8
0.500035,13043.2
0.500069,13052.4
0.500104,12984.4
0.500139,13066.8
0.500173,12992
0.500208,13065.6
0.500242,12990
0.500277,12998.4
0.500312,13050
0.500346,13039.2
0.500381,13008.4
0.500416,13038.4
0.50045,13046.8
0.500485,13024.4
0.500519,13080
0.500554,13047.2
0.500589,13048.4
0.500623,13044.4
0.500658,13054.4
0.500693,12950.4
0.500727,13067.6
0.500762,13098
0.500796,12950.4
0.500831,13050.8
0.500866,13118.4
0.5009,13024.8
0.500935,13141.6
0.500969,13154.8
0.501004,13104.8
0.501039,13066.4
0.501073,13033.2
0.501108,13090.8
0.501143,13031.2
0.501177,13136.4
0.501212,13073.2
0.501246,13056
0.501281,13145.6
0.501316,13168.8
0.50135,13117.6
0.501385,13112.4
0.501419,13206.4
0.501454,13222
0.501489,13104.8
0.501523,13073.2
0.501558,13169.2
0.501592,13051.2
0.501627,13104.8
0.501662,13124
0.501696,13195.6
0.501731,13160.4
0.501765,13093.2
0.5018,13239.6
0.501835,13114.8
0.501869,13126.8
0.501904,13170.8
0.501938,13095.2
0.501973,13082.8
0.502007,13233.6
0.502042,13107.2
0.502077,13138
0.502111,13167.2
0.502146,13165.2
0.50218,13193.6
0.502215,13236.8
0.50225,13207.2
0.502284,13224.8
0.502319,13224
0.502353,13151.2
0.502388,13162.4
0.502422,13227.2
0.502457,13228.4
0.502492,13277.6
0.502526,13202.4
0.502561,13164
0.502595,13264.4
0.50263,13231.2
0.502664,13373.6
0.502699,13214.4
0.502734,13300
0.502768,13320
0.502803,13271.6
0.502837,13292.8
0.502872,13281.6
0.502906,13270.4
0.502941,13288.8
0.502976,13289.6
0.50301,13328.8
0.503045,13284.8
0.503079,13246
0.503114,13212.8
0.503148,13354.8
0.503183,13409.6
0.503217,13233.2
0.503252,13322.8
0.503287,13317.6
0.503321,13319.6
0.503356,13302.4
0.50339,13262.8
0.503425,13422.4
0.503459,13433.2
0.503494,13276.8
0.503528,13256.4
0.503563,13330.4
0.503597,13402.8
0.503632,13343.2
0.503667,13386.4
0.503701,13394.4
0.503736,13338
0.50377,13357.2
0.503805,13421.2
0.503839,13337.6
0.503874,13348.8
0.503908,13345.6
0.503943,13359.6
0.503977,13348.4
0.504012,13370.8
0.504046,13438.8
0.504081,13358
0.504116,13425.6
0.50415,13356
0.504185,13414.8
0.504219,13361.6
0.504254,13422.8
0.504288,13474.8
0.504323,13371.6
0.504357,13480.8
0.504392,13355.2
0.504426,13359.6
0.504461,13482.8
0.504495,13431.6
0.50453,13417.6
0.504564,13476.8
0.504599,13478
0.504633,13461.2
0.504668,13462
0.504702,13524.4
0.504737,13436.8
0.504771,13579.2
0.504806,13477.2
0.50484,13503.2
0.504875,13521.2
0.50491,13507.2
0.504944,13543.6
0.504979,13493.2
0.505013,13502.4
0.505048,13554
0.505082,13464
0.505117,13377.2
0.505151,13506.8
0.505186,13543.6
0.50522,13532.8
0.505255,13647.6
0.505289,13569.2
0.505324,13592
0.505358,13440.4
0.505393,13547.6
0.505427,13648
0.505462,13568
0.505496,13600.4
0.505531,13564.4
0.505565,13604.4
0.5056,13641.2
0.505634,13596
0.505669,13608
0.505703,13639.2
0.505737,13598.4
0.505772,13672
0.505806,13570.8
0.505841,13532.8
0.505875,13612
0.50591,13668.4
0.505944,13694.8
0.505979,13630
0.506013,13703.6
0.506048,13702
0.506082,13741.2
0.506117,13652.8
0.506151,13714.4
0.506186,13708.8
0.50622,13646
0.506255,13768.4
0.506289,13732.8
0.506324,13802.8
0.506358,13742.4
0.506393,13684
0.506427,13761.6
0.506462,13732.4
0.506496,13710.8
0.50653,13688.8
0.506565,13826
0.506599,13791.6
0.506634,13726
0.506668,13845.6
0.506703,13732.8
0.506737,13833.2
0.506772,13769.6
0.506806,13868
0.506841,13973.6
0.506875,13787.6
0.50691,13854.4
0.506944,13854.4
0.506978,13841.6
0.507013,13842
0.507047,13818.8
0.507082,13854.8
0.507116,13842.4
0.507151,13930.4
0.507185,13815.6
0.50722,13863.2
0.507254,13792.8
0.507289,13802.4
0.507323,13898.4
0.507357,13943.2
0.507392,13898.4
0.507426,13883.6
0.507461,13909.6
0.507495,13972.4
0.50753,13990.4
0.507564,13921.6
0.507599,14040.4
0.507633,14003.2
0.507667,13944.8
0.507702,13962
0.507736,14017.2
0.507771,13940.4
0.507805,14028.4
0.50784,13903.6
0.507874,13998.8
0.507908,13978.8
0.507943,14128.4
0.507977,14013.6
0.508012,14009.2
0.508046,14071.2
0.508081,14044
0.508115,14097.6
0.508149,14091.6
0.508184,14008.8
0.508218,14104.4
0.508253,14115.6
0.508287,14048.8
0.508322,14062
0.508356,14122
0.50839,14142.8
0.508425,14126.8
0.508459,14178
0.508494,14152.4
0.508528,14220.4
0.508562,14159.2
0.508597,14172.8
0.508631,14145.6
0.508666,14130.4
0.5087,14193.6
0.508735,14204.4
0.508769,14146.8
0.508803,14143.6
0.508838,14237.2
0.508872,14268
0.508907,14252.4
0.508941,14282.4
0.508975,14239.2
0.50901,14330.8
0.509044,14190.4
0.509079,14252.8
0.509113,14360.8
0.509147,14258.4
0.509182,14301.2
0.509216,14260.4
0.509251,14315.2
0.509285,14308
0.509319,14280
0.509354,14337.6
0.509388,14299.2
0.509422,14394.4
0.509457,14392.8
0.509491,14418.4
0.509526,14424.8
0.50956,14368.8
0.509594,14414.8
0.509593,14735.2
0.509628,14561.6
0.509663,14717.2
0.509697,14594
0.509732,14688.4
0.509767,14744.8
0.509802,14730
0.509837,14667.2
0.509872,14668.4
0.509907,14643.2
0.509942,14657.2
0.509977,14738.4
0.510011,14652.4
0.510046,14707.2
0.510081,14657.6
0.510116,14686
0.510151,14733.2
0.510186,14612
0.510221,14667.6
0.510256,14722.8
0.51029,14690
0.510325,14716.4
0.51036,14621.2
0.510395,14697.6
0.51043,14752.8
0.510465,14656.8
0.5105,14765.2
0.510535,14630.4
0.510569,14724.8
0.510604,14682
0.510639,14652
0.510674,14723.6
0.510709,14717.2
0.510744,14737.2
0.510779,14808.8
0.510814,14725.2
0.510848,14656.4
0.510883,14761.6
0.510918,14767.2
0.510953,14654.4
0.510988,14710.8
0.511023,14710.8
0.511058,14685.2
0.511092,14786
0.511127,14758.4
0.511162,14692
0.511197,14828
0.511232,14731.6
0.511267,14806.4
0.511302,14704
0.511336,14744
0.511371,14759.6
0.511406,14753.2
0.511441,14752.8
0.511476,14716
0.511511,14837.2
0.511546,14706.8
0.51158,14778.8
0.511615,14786.4
0.51165,14797.6
0.511685,14798.8
0.51172,14782.4
0.511755,14709.6
0.51179,14675.6
0.511824,14779.6
0.511859,14773.2
0.511894,14774.4
0.511929,14806.4
0.511964,14814
0.511999,14862
0.512033,14870.8
0.512068,14802.4
0.512103,14862
0.512138,14872.8
0.512173,14969.2
0.512208,14788.4
0.512242,14901.6
0.512277,14746
0.512312,14736.8
0.512347,14778
0.512382,14905.2
0.512417,14864.4
0.512451,14651.2
0.512486,14799.6
0.512521,14894.4
0.512556,14841.6
0.512591,14812.4
0.512626,14771.2
0.51266,14898
0.512695,14850.8
0.51273,14764.8
0.512765,14891.2
0.5128,14791.6
0.512835,14737.6
0.512869,14856.8
0.512904,14760.8
0.512939,14869.2
0.512974,14833.2
0.513009,14840.8
0.513043,14865.2
0.513078,14866.4
0.513113,14970.8
0.513148,14834
0.513183,14886.8
0.513218,14891.2
0.513252,14854.4
0.513287,14922
0.513322,14941.6
0.513357,14873.6
0.513392,14879.2
0.513426,14905.2
0.513461,14944
0.513496,14922.4
0.513531,14936.8
0.513566,14938.4
0.5136,14929.2
0.513635,14950.8
0.51367,14992.8
0.513705,14900
0.51374,14988.4
0.513774,14940.8
0.513809,14979.6
0.513844,14967.6
0.513879,15010.4
0.513914,14942
0.513948,15034
0.513983,14931.2
0.514018,14971.2
0.514053,14956
0.514088,15002.8
0.514122,14925.2
0.514157,15110.8
0.514192,15003.2
0.514227,15004.8
0.514262,15058.8
0.514296,15035.2
0.514331,15111.2
0.514366,15044.8
0.514401,14942.4
0.514436,15048
0.51447,15088.8
0.514505,15098.8
0.51454,15022.4
0.514575,15110.4
0.514609,15058
0.514644,15089.6
0.514679,15146.4
0.514714,15102.4
0.514749,15197.2
0.514783,15039.6
0.514818,15196.8
0.514853,15170.4
0.514888,15084.4
0.514922,15124.8
0.514957,15165.2
0.514992,15159.2
0.515027,15194.8
0.515062,15160
0.515096,15212.4
0.515131,15109.2
0.515166,15152.4
0.515201,15181.2
0.515235,15167.2
0.51527,15161.2
0.515305,15280
0.51534,15269.6
0.515374,15193.6
0.515409,15125.6
0.515444,15167.6
0.515479,15106
0.515513,15101.6
0.515548,15246.4
0.515583,15126.4
0.515618,15132.4
0.515653,15170.8
0.515687,15285.2
0.515722,15260.8
0.515757,15259.2
0.515792,15218
0.515826,15203.2
0.515861,15235.6
0.515896,15228.8
0.515931,15145.2
0.515965,15219.6
0.516,15175.6
0.516035,15293.6
0.51607,15274
0.516104,15338.4
0.516139,15323.2
0.516174,15350
0.516209,15241.6
0.516243,15319.6
0.516278,15398.8
0.516313,15252.4
0.516348,15262
0.516382,15364.4
0.516417,15351.6
0.516452,15327.2
0.516486,15402
0.516521,15433.6
0.516556,15366
0.516591,15323.6
0.516625,15456
0.51666,15350.8
0.516695,15365.6
0.51673,15351.2
0.516764,15343.6
0.516799,15491.2
0.516834,15330.8
0.516869,15434
0.516903,15373.6
0.516938,15430
0.516973,15433.2
0.517007,15505.6
0.517042,15511.6
0.517077,15467.6
0.517112,15376.4
0.517146,15366
0.517181,15498
0.517216,15501.6
0.517251,15468
0.517285,15415.2
0.51732,15511.2
0.517355,15527.6
0.517389,15554
0.517424,15496.4
0.517459,15496.4
0.517494,15444.8
0.517528,15524
0.517563,15521.6
0.517598,15441.6
0.517632,15400.8
0.517667,15398
0.517702,15593.2
0.517737,15570.4
0.517771,15534.4
0.517806,15523.6
0.517841,15584.4
0.517875,15649.2
0.51791,15641.6
0.517945,15563.2
0.51798,15511.2
0.518014,15591.2
0.518049,15522.8
0.518084,15601.6
0.518118,15538.8
0.518153,15595.2
0.518188,15581.2
0.518222,15581.6
0.518257,15686
0.518292,15545.2
0.518327,15549.2
0.518361,15607.2
0.518396,15572.8
0.518431,15641.2
0.518465,15647.6
0.5185,15735.2
0.518535,15680.8
0.518569,15580
0.518604,15716.8
0.518639,15663.6
0.518673,15745.2
0.518708,15582.4
0.518743,15653.2
0.518778,15610
0.518812,15770.4
0.518847,15780
0.518882,15712
0.518916,15756
0.518951,15767.2
0.518986,15757.6
0.51902,15911.6
0.519055,15698
0.51909,15894.4
0.519124,15777.2
0.519159,15832
0.519194,15789.6
0.519228,15882
0.519263,15794.8
0.519298,15812.8
0.519332,15834.4
0.519367,15734.4
0.519402,15859.6
0.519436,15852.8
0.519471,15776
0.519506,15885.6
0.51954,15890.4
0.519575,15820.8
0.51961,15897.2
0.519644,15892
0.519679,15849.6
0.519714,15873.6
0.519748,15879.6
0.519783,15985.6
0.519818,15916.8
0.519852,15809.6
0.519887,15866.4
0.519922,15974.8
0.519956,15942.4
0.519991,15930.4
0.520026,16016.8
0.52006,16039.6
0.520095,16002
0.52013,16023.6
0.520164,16013.6
0.520199,16028
0.520234,16042
0.520268,16089.2
0.520303,16032.4
0.520338,16165.6
0.520372,16073.6
0.520407,16082
0.520441,16046.4
0.520476,16077.2
0.520511,16075.2
0.520545,16114
0.52058,16024.8
0.520615,16065.6
0.520649,16145.2
0.520684,16138.4
0.520719,16143.2
0.520753,16212.8
0.520788,16048
0.520823,16120
0.520857,16067.6
0.520892,16158
0.520926,16076.4
0.520961,16237.6
0.520996,16174.8
0.52103,16242
0.521065,16234.8
0.5211,16223.2
0.521134,16160
0.521169,16197.6
0.521204,16241.2
0.521238,16158.8
0.521273,16225.6
0.521307,16348.8
0.521342,16217.2
0.521377,16303.2
0.521411,16266.8
0.521446,16312.4
0.521481,16300
0.521515,16274.4
0.52155,16271.6
0.521584,16174.4
0.521619,16354.8
0.521654,16284.4
0.521688,16177.6
0.521723,16306.4
0.521757,16346
0.521792,16347.2
0.521827,16315.6
0.521861,16384.4
0.521896,16290.8
0.521931,16353.2
0.521965,16368.8
0.522,16391.6
0.522034,16354
0.522069,16384
0.522104,16368.4
0.522138,16388
0.522173,16414.4
0.522207,16367.6
0.522242,16434.4
0.522277,16360
0.522311,16424
0.522346,16406.4
0.52238,16522.8
0.522415,16531.2
0.52245,16556.4
0.522484,16457.6
0.522519,16336.8
0.522553,16522.4
0.522588,16439.6
0.522623,16474.4
0.522657,16556.4
0.522692,16590
0.522726,16521.2
0.522761,16577.2
0.522796,16554
0.52283,16567.2
0.522865,16565.6
0.522899,16617.6
0.522934,16633.2
0.522968,16553.6
0.523003,16626.8
0.523038,16674.8
0.523072,16604.8
0.523107,16629.6
0.523141,16621.2
0.523176,16573.6
0.523211,16657.6
0.523245,16628.4
0.52328,16597.2
0.523314,16632.4
0.523349,16710.8
0.523383,16739.2
0.523418,16671.2
0.523453,16728.8
0.523487,16720
0.523522,16740.4
0.523556,16776.8
0.523591,16842.4
0.523625,16647.6
0.52366,16807.2
0.523695,16724.8
0.523729,16806
0.523764,16849.6
0.523798,16802
0.523833,16732.4
0.523867,16852
0.523902,16774.8
0.523937,16765.2
0.523971,16860.8
0.524006,16858.8
0.52404,16772
0.524075,16663.6
0.524109,16843.6
0.524144,16936.4
0.524178,16892
0.524213,16954
0.524248,16766.4
0.524282,16787.6
0.524317,16981.2
0.524351,16936.8
0.524386,16879.6
0.52442,16979.2
0.524455,16849.2
0.524489,16908.4
0.524524,16939.6
0.524559,16921.2
0.524593,16936.8
0.524628,17047.6
0.524662,17017.6
0.524697,17036
0.524731,16996.4
0.524766,16934
0.5248,17028
0.524835,16957.6
0.524869,17070.4
0.524904,17060.4
0.524938,17109.6
0.524973,16985.2
0.525008,17136.4
0.525042,17132.8
0.525077,17078.8
0.525111,17096
0.525146,17004.4
0.52518,17112.4
0.525215,17144.8
0.525249,17197.6
0.525284,17248.4
0.525318,17015.2
0.525353,17053.6
0.525387,17057.6
0.525422,17061.6
0.525456,17156.4
0.525491,17189.2
0.525525,17076.8
0.52556,17208.4
0.525595,17070.8
0.525629,17166.4
0.525664,17204.4
0.525698,17294.8
0.525733,17210
0.525767,17214
0.525802,17312.4
0.525836,17168.8
0.525871,17248.4
0.525905,17269.6
0.52594,17246.8
0.525974,17265.2
0.526009,17218.8
0.526043,17206.4
0.526078,17267.2
0.526112,17194
0.526147,17347.2
0.526181,17294.8
0.526216,17313.2
0.52625,17291.6
0.526285,17412.4
0.526319,17358
0.526354,17274.8
0.526388,17296.4
0.526423,17402
0.526457,17352.8
0.526492,17330.4
0.526526,17314.8
0.526561,17326.8
0.526595,17370
0.52663,17397.6
0.526664,17432.4
0.526699,17326.4
0.526733,17409.6
0.526768,17510.4
0.526802,17419.2
0.526837,17348
0.526871,17488.4
0.526906,17535.6
0.52694,17431.2
0.526975,17446
0.527009,17344.8
0.527044,17492.4
0.527078,17551.2
0.527113,17448
0.527147,17473.2
0.527182,17538.8
0.527216,17427.2
0.527251,17506.4
0.527285,17561.2
0.52732,17408.4
0.527354,17613.6
0.527388,17566.4
0.527423,17531.6
0.527457,17594.8
0.527492,17522.8
0.527526,17645.6
0.527561,17592.4
0.527595,17598.4
0.52763,17556.8
0.527664,17642.4
0.527699,17625.6
0.527733,17634.8
0.527768,17585.6
0.527802,17588.8
0.527837,17622.4
0.527871,17735.2
0.527906,17671.6
0.52794,17685.6
0.527974,17648
0.528009,17641.2
0.528043,17631.2
0.528078,17842
0.528112,17548.4
0.528147,17735.2
0.528181,17718.8
0.528216,17770.4
0.52825,17830
0.528285,17813.6
0.528319,17756
0.528353,17761.6
0.528388,17810.8
0.528422,17730.4
0.528457,17854
0.528491,17858
0.528526,17882
0.52856,17804.4
0.528595,17849.2
0.528629,17798.4
0.528664,17846
0.528698,17873.6
0.528732,17918
0.528767,17815.2
0.528801,17921.6
0.528836,17814
0.52887,17974.4
0.528905,17930
0.528939,17762
0.528973,17957.2
0.529008,17869.6
0.529042,17915.6
0.529077,17903.6
0.529111,17946.4
0.529146,17887.2
0.52918,18102.4
0.529214,17884.4
0.529249,17848
0.529283,17982.8
0.529318,18010.8
0.529352,17954.4
0.529387,17981.2
0.529421,17936
0.529455,17945.6
0.52949,17943.2
0.529524,18006.8
0.529559,18046.4
0.529593,17947.2
0.529628,17927.2
0.529662,17996.8
0.529696,17912.4
0.529731,17988.4
0.529765,18022.8
0.5298,18005.6
0.529834,18025.6
0.529869,18065.2
0.529903,18014
0.529937,18122.8
0.529972,18043.6
0.530006,17922
0.530041,18025.2
0.530075,18002.8
0.530109,18155.6
0.530144,18088.8
0.530178,18097.6
0.530213,17984.4
0.530247,18058
0.530281,18045.6
0.530316,18134
0.53035,18096
0.530385,18114.8
0.530419,17994
0.530453,18100.8
0.530488,18131.2
0.530522,18137.6
0.530557,18164.8
0.530591,18137.6
0.530625,18170.8
0.53066,18172.4
0.530694,18068.8
0.530729,18212
0.530763,18128
0.530797,18196.4
0.530832,18246.4
0.530866,18200.4
0.530901,18170
0.530935,18240
0.530969,18192.8
0.531004,18098.8
0.531038,18191.2
0.531072,18236
0.531107,18241.2
0.531141,18187.2
0.531176,18191.2
0.53121,18304
0.531244,18255.6
0.531279,18170
0.531313,18212.4
0.531347,18270.4
0.531382,18175.6
0.531416,18250
0.531451,18254
0.531485,18261.2
0.531519,18308.4
0.531554,18261.2
0.531588,18282.8
0.531622,18298.8
0.531657,18350.4
0.531691,18381.2
0.531726,18298.4
0.53176,18261.2
0.531794,18390.8
0.531829,18269.2
0.531863,18336.4
0.531897,18355.2
0.531932,18348.4
0.531966,18341.6
0.532,18396.4
0.532035,18283.2
0.532069,18360.8
0.532104,18437.6
0.532138,18367.6
0.532172,18474.8
0.532207,18397.6
0.532241,18374.4
0.532275,18444
0.53231,18401.6
0.532344,18384.8
0.532378,18407.6
0.532413,18428
0.532447,18492
0.532481,18542
0.532516,18483.2
0.53255,18447.2
0.532584,18504
0.532619,18374
0.532653,18381.6
0.532687,18409.2
0.532722,18418.4
0.532756,18432.4
0.53279,18391.6
0.532825,18377.6
0.532859,18438.4
0.532893,18473.2
0.532928,18522
0.532962,18553.6
0.532996,18433.2
0.533031,18500
0.533065,18470.8
0.533099,18484.8
0.533134,18368.8
0.533168,18600.4
0.533202,18507.6
0.533237,18516
0.533271,18440.8
0.533305,18522
0.53334,18570.4
0.533374,18575.2
0.533408,18514
0.533443,18571.2
0.533477,18648
0.533511,18446.8
0.533546,18578
0.53358,18588
0.533614,18638
0.533649,18596
0.533683,18682.8
0.533717,18534.8
0.533752,18569.2
0.533786,18602.8
0.53382,18606.8
0.533854,18601.6
0.533889,18600.4
0.533923,18708
0.533957,18628.4
0.533992,18607.2
0.534026,18633.2
0.53406,18636.4
0.534095,18565.6
0.534129,18586.8
0.534163,18667.6
0.534198,18591.2
0.534232,18620
0.534266,18724.8
0.5343,18616.4
0.534335,18621.6
0.534369,18808
0.534403,18624
0.534438,18736.8
0.534472,18722
0.534506,18696.8
0.53454,18682.4
0.534575,18781.6
0.534609,18742
0.534643,18643.2
0.534678,18714
0.534712,18781.2
0.534746,18681.6
0.534781,18891.6
0.534815,18728.4
0.534849,18760.8
0.534883,18751.2
0.534918,18766
0.534952,18658.8
0.534986,18798
0.53502,18793.2
0.535055,18780.8
0.535089,18750.8
0.535123,18811.6
0.535158,18810.8
0.535192,18827.6
0.535226,18738.8
0.53526,18817.6
0.535295,18837.2
0.535329,18872
0.535363,18741.6
0.535397,18812.8
0.535432,18784.8
0.535466,18787.2
0.5355,18893.6
0.535535,18824.4
0.535569,18789.2
0.535603,18798
0.535637,18939.2
0.535672,18762
0.535706,18904.4
0.53574,18760.8
0.535774,18934.4
0.535809,18834.4
0.535843,18899.2
0.535877,18928
0.535911,18977.2
0.535946,18921.6
0.53598,18979.6
0.536014,18932.8
0.536048,18836
0.536083,18770.8
0.536117,18877.6
0.536151,18858.8
0.536185,18928
0.53622,18940.4
0.536254,18906.8
0.536288,18992
0.536322,18844
0.536357,18902.4
0.536391,18820.8
0.536425,18906.4
0.536459,18863.2
0.536494,18964.8
0.536528,18892.8
0.536562,19011.2
0.536596,18997.6
0.536631,19044.8
0.536665,19114.8
0.536699,19046
0.536733,19101.6
0.536768,19178.8
0.536802,18828.8
0.536836,19028.8
0.53687,18914.8
0.536904,19134.4
0.536939,19096.4
0.536973,19063.6
0.537007,19152.8
0.537041,18909.2
0.537076,19044.4
0.53711,18998
0.537144,19056
0.537178,18957.2
0.537212,19118
0.537247,19112.4
0.537281,18968
0.537315,19078.4
0.537349,19006.8
0.537384,19146.4
0.537418,19002.8
0.537452,18983.6
0.537486,19002.8
0.53752,19075.6
0.537555,19068.4
0.537589,19180.4
0.537623,19200.8
0.537657,19151.6
0.537691,19062.4
0.537726,19151.2
0.53776,19124.8
0.537794,19137.2
0.537828,19180
0.537862,19031.6
0.537897,19116.4
0.537931,19137.2
0.537965,19139.2
0.537999,19129.2
0.538033,19097.2
0.538068,19121.2
0.538102,19151.2
0.538136,19043.6
0.53817,19167.6
0.538204,19146
0.538239,19184.4
0.538273,19163.2
0.538307,19105.6
0.538341,19063.2
0.538375,19180.4
0.53841,19209.2
