wavelength [um],"Bulb Spectra, No background"
0.385475,1932.4
0.385511,1938
0.385547,1935.6
0.385582,1970
0.385618,1930.8
0.385654,1922
0.38569,1942.8
0.385726,1931.2
0.385761,1918
0.385797,1926.8
0.385833,1922.8
0.385869,1940.8
0.385904,1960.8
0.38594,1962.4
0.385976,1992.8
0.386012,1972.8
0.386047,1955.6
0.386083,1952
0.386119,1957.6
0.386155,1946.4
0.38619,1944
0.386226,1960.4
0.386262,1957.2
0.386298,1968.8
0.386333,1985.6
0.386369,1947.6
0.386405,1986.4
0.386441,1965.2
0.386476,1984.4
0.386512,1949.2
0.386548,1985.2
0.386584,1970
0.386619,1954
0.386655,1976.8
0.386691,1996
0.386727,1982.8
0.386762,2008.4
0.386798,1958.8
0.386834,2003.6
0.38687,1965.2
0.386905,1945.6
0.386941,1975.6
0.386977,2019.6
0.387013,1984.4
0.387048,2039.6
0.387084,2012.8
0.38712,1973.6
0.387156,1992
0.387191,1967.2
0.387227,2007.6
0.387263,2020.8
0.387298,1984.4
0.387334,2014.4
0.38737,2026
0.387406,2006.8
0.387441,2018.4
0.387477,2006
0.387513,1973.2
0.387549,2046.4
0.387584,2021.2
0.38762,1990.4
0.387656,2008
0.387691,2038.8
0.387727,2025.6
0.387763,1984
0.387799,2038.8
0.387834,2020
0.38787,2046
0.387906,2041.2
0.387942,2025.6
0.387977,2040.4
0.388013,2026.8
0.388049,2017.2
0.388084,2019.6
0.38812,2031.6
0.388156,2058
0.388192,2058.8
0.388227,2060
0.388263,2034.8
0.388299,2050.8
0.388334,2059.2
0.38837,2043.2
0.388406,2065.2
0.388442,2015.2
0.388477,2069.6
0.388513,2090
0.388549,2032.4
0.388584,2047.2
0.38862,2027.6
0.388656,2062.4
0.388691,2035.6
0.388727,2068.8
0.388763,2040
0.388799,2054
0.388834,2097.6
0.38887,2027.6
0.388906,2076
0.388941,2023.2
0.388977,2026
0.389013,2034.8
0.389048,2043.6
0.389084,2070.4
0.38912,2088
0.389156,2082
0.389191,2093.6
0.389227,2082.4
0.389263,2041.6
0.389298,2044.4
0.389334,2099.6
0.38937,2070.4
0.389405,2071.2
0.389441,2070.4
0.389477,2091.2
0.389512,2036
0.389548,2105.2
0.389584,2074
0.38962,2082.4
0.389655,2069.2
0.389691,2094
0.389727,2080
0.389762,2062.4
0.389798,2073.2
0.389834,2076.4
0.389869,2078.4
0.389905,2068
0.389941,2092.8
0.389976,2085.2
0.390012,2035.2
0.390048,2102.4
0.390083,2102
0.390119,2086.8
0.390155,2097.2
0.39019,2079.6
0.390226,2106.8
0.390262,2116.8
0.390297,2071.2
0.390333,2109.2
0.390369,2089.2
0.390404,2110.4
0.39044,2120.4
0.390476,2089.2
0.390511,2094.8
0.390547,2100.4
0.390583,2091.6
0.390618,2096.8
0.390654,2085.6
0.39069,2106.4
0.390725,2124.4
0.390761,2125.2
0.390797,2094
0.390832,2131.2
0.390868,2107.6
0.390904,2126.4
0.390939,2135.2
0.390975,2116.8
0.391011,2135.2
0.391046,2166.8
0.391082,2131.2
0.391118,2120.8
0.391153,2138
0.391189,2086.4
0.391225,2160
0.39126,2131.6
0.391296,2100
0.391331,2105.2
0.391367,2146.8
0.391403,2104.4
0.391438,2100.8
0.391474,2120.4
0.39151,2125.2
0.391545,2109.2
0.391581,2148.8
0.391617,2130
0.391652,2129.2
0.391688,2110
0.391724,2128
0.391759,2122.8
0.391795,2153.6
0.39183,2131.6
0.391866,2161.2
0.391902,2176
0.391937,2168.8
0.391973,2097.6
0.392009,2118.8
0.392044,2134.8
0.39208,2113.6
0.392116,2164
0.392151,2202
0.392187,2172
0.392222,2095.2
0.392258,2209.6
0.392294,2133.2
0.392329,2107.2
0.392365,2154.4
0.392401,2158.8
0.392436,2151.6
0.392472,2144.8
0.392507,2144.4
0.392543,2181.2
0.392579,2198
0.392614,2176
0.39265,2163.2
0.392685,2153.2
0.392721,2159.6
0.392757,2180.8
0.392792,2178
0.392828,2145.2
0.392864,2161.2
0.392899,2165.6
0.392935,2157.2
0.39297,2158.8
0.393006,2129.2
0.393042,2168
0.393077,2170
0.393113,2156
0.393148,2201.6
0.393184,2158.4
0.39322,2148.8
0.393255,2124.4
0.393291,2180.4
0.393326,2188
0.393362,2157.6
0.393398,2136.8
0.393433,2168.8
0.393469,2147.6
0.393505,2154
0.39354,2175.2
0.393576,2142.8
0.393611,2188.8
0.393647,2158.8
0.393682,2171.6
0.393718,2170.4
0.393754,2183.2
0.393789,2200.8
0.393825,2174.8
0.39386,2199.6
0.393896,2162.4
0.393932,2145.6
0.393967,2158.4
0.394003,2198.4
0.394038,2194.8
0.394074,2175.2
0.39411,2180
0.394145,2199.6
0.394181,2188.8
0.394216,2190.8
0.394252,2229.6
0.394288,2206.8
0.394323,2167.2
0.394359,2180.8
0.394394,2204.8
0.39443,2139.6
0.394465,2215.2
0.394501,2164.4
0.394537,2188.4
0.394572,2177.2
0.394608,2187.6
0.394643,2198
0.394679,2165.2
0.394714,2228.8
0.39475,2158.4
0.394786,2242.8
0.394821,2168
0.394857,2214
0.394892,2191.6
0.394928,2155.6
0.394963,2179.6
0.394999,2212.8
0.395035,2220.4
0.39507,2201.6
0.395106,2187.2
0.395141,2218.4
0.395177,2192.8
0.395212,2154
0.395248,2216
0.395284,2231.6
0.395319,2218.4
0.395355,2238.4
0.39539,2198.8
0.395426,2206
0.395461,2238.8
0.395497,2189.6
0.395532,2195.2
0.395568,2208
0.395604,2213.2
0.395639,2195.6
0.395675,2248
0.39571,2197.6
0.395746,2228.4
0.395781,2196
0.395817,2218.4
0.395852,2245.6
0.395888,2214.4
0.395924,2211.2
0.395959,2220.8
0.395995,2268
0.39603,2190.4
0.396066,2222.4
0.396101,2225.6
0.396137,2255.6
0.396172,2212
0.396208,2242
0.396243,2178
0.396279,2252
0.396314,2228
0.39635,2199.6
0.396386,2226.4
0.396421,2250
0.396457,2249.6
0.396492,2254.4
0.396528,2244.8
0.396563,2184.8
0.396599,2244
0.396634,2260
0.39667,2250.8
0.396705,2254.4
0.396741,2204
0.396776,2211.2
0.396812,2226.8
0.396847,2223.2
0.396883,2224
0.396918,2232
0.396954,2234.8
0.39699,2262.8
0.397025,2236
0.397061,2252
0.397096,2224.4
0.397132,2252.4
0.397167,2225.2
0.397203,2246.8
0.397238,2269.6
0.397274,2208.4
0.397309,2261.2
0.397345,2242
0.39738,2286.8
0.397416,2254.8
0.397451,2279.2
0.397487,2254.4
0.397522,2235.6
0.397558,2223.2
0.397593,2275.2
0.397629,2245.2
0.397664,2248.8
0.3977,2246.4
0.397735,2254.4
0.397771,2254.4
0.397806,2250.8
0.397842,2259.2
0.397877,2269.2
0.397913,2276
0.397948,2248.8
0.397984,2225.6
0.398019,2250.8
0.398055,2242.4
0.39809,2234.8
0.398126,2246.8
0.398161,2207.2
0.398197,2233.6
0.398232,2234.4
0.398268,2259.6
0.398303,2249.6
0.398339,2214.8
0.398374,2238
0.39841,2262.8
0.398445,2281.6
0.398481,2267.2
0.398516,2278.4
0.398552,2278.8
0.398587,2245.2
0.398623,2274.8
0.398658,2276.8
0.398694,2223.6
0.398729,2230.8
0.398765,2232
0.3988,2263.6
0.398836,2249.6
0.398871,2244.4
0.398907,2269.6
0.398942,2263.2
0.398978,2302
0.399013,2261.6
0.399049,2283.6
0.399084,2256.4
0.399119,2258
0.399155,2275.2
0.39919,2243.2
0.399226,2239.6
0.399261,2268.4
0.399297,2256.8
0.399332,2276.4
0.399368,2295.2
0.399403,2312.8
0.399439,2276.8
0.399474,2224.8
0.39951,2269.2
0.399545,2302
0.399581,2281.2
0.399616,2250.4
0.399651,2271.2
0.399687,2262.4
0.399722,2269.6
0.399758,2222
0.399793,2302.4
0.399829,2280
0.399864,2246.8
0.3999,2279.6
0.399935,2303.2
0.399971,2287.6
0.400006,2264
0.400042,2290.4
0.400077,2291.6
0.400112,2311.2
0.400148,2308.4
0.400183,2288.4
0.400219,2304.4
0.400254,2292
0.40029,2306.4
0.400325,2294
0.400361,2314.4
0.400396,2309.6
0.400431,2296.4
0.400467,2326
0.400502,2262.8
0.400538,2329.6
0.400573,2314.8
0.400609,2295.6
0.400644,2317.2
0.40068,2318.8
0.400715,2302
0.40075,2300.8
0.400786,2292.4
0.400821,2311.2
0.400857,2313.2
0.400892,2326.4
0.400928,2346.4
0.400963,2285.6
0.400998,2276
0.401034,2313.6
0.401069,2311.2
0.401105,2320
0.40114,2307.6
0.401176,2360.8
0.401211,2323.2
0.401246,2344
0.401282,2288
0.401317,2299.6
0.401353,2300.8
0.401388,2296.4
0.401424,2324.4
0.401459,2304.4
0.401494,2324.8
0.40153,2309.6
0.401565,2324.8
0.401601,2367.2
0.401636,2305.2
0.401671,2322.8
0.401707,2283.6
0.401742,2293.6
0.401778,2294
0.401813,2309.2
0.401849,2299.2
0.401884,2322.4
0.401919,2312.4
0.401955,2293.2
0.40199,2292
0.402026,2340
0.402061,2351.6
0.402096,2320.4
0.402132,2352.4
0.402167,2324.8
0.402203,2324
0.402238,2319.6
0.402273,2323.6
0.402309,2326.8
0.402344,2332.4
0.40238,2344.4
0.402415,2331.2
0.40245,2323.2
0.402486,2344.4
0.402521,2346.8
0.402557,2329.6
0.402592,2332.8
0.402627,2360.8
0.402663,2370.4
0.402698,2374.8
0.402734,2349.6
0.402769,2336.8
0.402766,2528
0.402802,2503.6
0.402838,2550
0.402874,2530
0.40291,2493.6
0.402946,2552.4
0.402981,2544.4
0.403017,2570
0.403053,2576
0.403089,2497.2
0.403125,2532
0.403161,2537.6
0.403196,2520.8
0.403232,2575.6
0.403268,2504.8
0.403304,2571.6
0.40334,2600
0.403376,2534
0.403411,2552.4
0.403447,2581.2
0.403483,2538.8
0.403519,2518
0.403555,2562.8
0.403591,2557.6
0.403626,2590.4
0.403662,2558.8
0.403698,2528.8
0.403734,2556
0.40377,2558.4
0.403806,2549.6
0.403841,2593.2
0.403877,2579.6
0.403913,2561.6
0.403949,2540.4
0.403985,2569.2
0.40402,2585.2
0.404056,2558.8
0.404092,2570.8
0.404128,2533.2
0.404164,2600.8
0.4042,2580
0.404235,2582
0.404271,2573.2
0.404307,2578
0.404343,2550
0.404379,2562
0.404414,2570.8
0.40445,2585.6
0.404486,2573.6
0.404522,2528.4
0.404558,2545.2
0.404594,2554
0.404629,2562.4
0.404665,2566
0.404701,2560
0.404737,2559.2
0.404773,2546.8
0.404808,2547.6
0.404844,2565.2
0.40488,2568.4
0.404916,2614.8
0.404952,2589.2
0.404987,2568
0.405023,2544
0.405059,2557.2
0.405095,2621.2
0.405131,2596.8
0.405166,2597.2
0.405202,2560.4
0.405238,2581.6
0.405274,2592.4
0.40531,2592.4
0.405345,2578.4
0.405381,2636
0.405417,2600
0.405453,2592.8
0.405489,2611.2
0.405524,2592.4
0.40556,2628
0.405596,2546.4
0.405632,2604.4
0.405667,2620
0.405703,2628
0.405739,2671.2
0.405775,2591.2
0.405811,2593.2
0.405846,2590.8
0.405882,2628.8
0.405918,2611.6
0.405954,2585.2
0.40599,2606.8
0.406025,2614
0.406061,2595.2
0.406097,2622.4
0.406133,2608
0.406168,2625.2
0.406204,2596.4
0.40624,2611.2
0.406276,2640.4
0.406312,2621.2
0.406347,2631.2
0.406383,2621.2
0.406419,2608
0.406455,2607.6
0.40649,2628.8
0.406526,2605.2
0.406562,2622.4
0.406598,2614
0.406634,2641.6
0.406669,2581.2
0.406705,2643.2
0.406741,2662
0.406777,2637.2
0.406812,2629.6
0.406848,2652
0.406884,2607.2
0.40692,2652.4
0.406955,2668
0.406991,2645.6
0.407027,2670.8
0.407063,2621.6
0.407099,2622.4
0.407134,2659.6
0.40717,2672
0.407206,2636
0.407242,2646
0.407277,2632.4
0.407313,2620.8
0.407349,2640.8
0.407385,2672
0.40742,2655.2
0.407456,2650.8
0.407492,2684
0.407528,2652
0.407563,2676
0.407599,2625.2
0.407635,2645.6
0.407671,2632
0.407706,2618
0.407742,2648.4
0.407778,2621.6
0.407814,2679.2
0.407849,2630
0.407885,2668
0.407921,2661.6
0.407957,2658
0.407992,2692.8
0.408028,2659.6
0.408064,2683.6
0.4081,2673.2
0.408135,2672.4
0.408171,2670.4
0.408207,2661.2
0.408243,2663.6
0.408278,2667.2
0.408314,2682
0.40835,2676.8
0.408386,2658
0.408421,2654.4
0.408457,2646
0.408493,2676.8
0.408528,2676.4
0.408564,2678.8
0.4086,2671.2
0.408636,2690.8
0.408671,2656
0.408707,2640
0.408743,2658.8
0.408779,2667.2
0.408814,2668.8
0.40885,2656.4
0.408886,2659.6
0.408921,2665.6
0.408957,2670.8
0.408993,2686.4
0.409029,2646.4
0.409064,2668
0.4091,2666
0.409136,2660.8
0.409172,2657.2
0.409207,2666.8
0.409243,2738.8
0.409279,2671.6
0.409314,2706.4
0.40935,2713.6
0.409386,2689.2
0.409422,2662.8
0.409457,2638.4
0.409493,2700.8
0.409529,2697.6
0.409564,2682
0.4096,2712.8
0.409636,2692.4
0.409672,2692.4
0.409707,2709.2
0.409743,2644
0.409779,2686
0.409814,2669.6
0.40985,2686.8
0.409886,2694.8
0.409922,2697.2
0.409957,2733.2
0.409993,2709.2
0.410029,2699.6
0.410064,2684.8
0.4101,2690.4
0.410136,2703.6
0.410172,2784.8
0.410207,2718.8
0.410243,2686.8
0.410279,2692
0.410314,2727.6
0.41035,2730.8
0.410386,2730.8
0.410421,2734.8
0.410457,2724.4
0.410493,2722.8
0.410529,2703.6
0.410564,2719.2
0.4106,2687.2
0.410636,2715.2
0.410671,2721.6
0.410707,2746.4
0.410743,2709.6
0.410778,2673.2
0.410814,2707.6
0.41085,2780.8
0.410885,2725.2
0.410921,2708.8
0.410957,2726.8
0.410993,2701.6
0.411028,2677.2
0.411064,2723.6
0.4111,2720.4
0.411135,2717.2
0.411171,2765.2
0.411207,2743.6
0.411242,2734.4
0.411278,2707.6
0.411314,2758
0.411349,2678
0.411385,2732.4
0.411421,2726
0.411456,2714
0.411492,2717.6
0.411528,2691.2
0.411563,2759.2
0.411599,2752.8
0.411635,2734.4
0.41167,2720.4
0.411706,2702
0.411742,2729.2
0.411777,2731.2
0.411813,2750
0.411849,2735.2
0.411884,2742
0.41192,2756.4
0.411956,2735.6
0.411991,2716.4
0.412027,2724.4
0.412063,2776.8
0.412098,2783.2
0.412134,2765.2
0.41217,2769.2
0.412205,2749.2
0.412241,2739.6
0.412277,2720.8
0.412312,2741.2
0.412348,2780.4
0.412384,2767.6
0.412419,2745.2
0.412455,2779.2
0.412491,2776.4
0.412526,2738.4
0.412562,2744.4
0.412598,2748.8
0.412633,2767.2
0.412669,2780.4
0.412705,2813.6
0.41274,2798.4
0.412776,2775.2
0.412812,2744.4
0.412847,2739.6
0.412883,2778
0.412919,2746
0.412954,2777.6
0.41299,2809.2
0.413026,2762.8
0.413061,2749.6
0.413097,2752
0.413132,2796.4
0.413168,2792
0.413204,2786.8
0.413239,2797.6
0.413275,2758.8
0.413311,2769.6
0.413346,2821.6
0.413382,2764
0.413418,2743.6
0.413453,2757.2
0.413489,2785.2
0.413525,2797.6
0.41356,2766.8
0.413596,2786.4
0.413631,2798.4
0.413667,2801.6
0.413703,2786
0.413738,2751.2
0.413774,2823.2
0.41381,2777.2
0.413845,2779.6
0.413881,2790.4
0.413916,2804
0.413952,2778
0.413988,2788.4
0.414023,2826.8
0.414059,2799.6
0.414095,2798.4
0.41413,2819.6
0.414166,2771.6
0.414201,2803.2
0.414237,2822
0.414273,2764.4
0.414308,2803.2
0.414344,2778.4
0.41438,2870.4
0.414415,2790
0.414451,2774.4
0.414486,2805.6
0.414522,2823.2
0.414558,2817.6
0.414593,2795.2
0.414629,2822.4
0.414665,2842.8
0.4147,2829.2
0.414736,2806.4
0.414771,2813.2
0.414807,2815.6
0.414843,2793.6
0.414878,2804.8
0.414914,2810.4
0.414949,2860.4
0.414985,2834.8
0.415021,2824.8
0.415056,2825.6
0.415092,2826
0.415127,2829.6
0.415163,2817.2
0.415199,2812
0.415234,2871.2
0.41527,2875.2
0.415305,2838.8
0.415341,2882.4
0.415377,2844
0.415412,2829.6
0.415448,2840.4
0.415483,2840.8
0.415519,2842.4
0.415555,2862.8
0.41559,2849.2
0.415626,2845.2
0.415661,2857.2
0.415697,2852.4
0.415733,2834.8
0.415768,2850.4
0.415804,2901.6
0.415839,2866.8
0.415875,2892.4
0.415911,2858.8
0.415946,2848.8
0.415982,2881.2
0.416017,2878.8
0.416053,2880
0.416088,2857.6
0.416124,2844.8
0.41616,2862.4
0.416195,2884
0.416231,2854
0.416266,2846
0.416302,2888.8
0.416338,2895.2
0.416373,2849.6
0.416409,2880
0.416444,2867.2
0.41648,2861.2
0.416515,2905.6
0.416551,2894.4
0.416587,2890.8
0.416622,2888.8
0.416658,2877.6
0.416693,2876
0.416729,2875.6
0.416764,2881.2
0.4168,2875.2
0.416836,2845.2
0.416871,2900
0.416907,2907.2
0.416942,2836.8
0.416978,2900
0.417013,2918.8
0.417049,2884
0.417085,2894.8
0.41712,2893.6
0.417156,2893.2
0.417191,2863.2
0.417227,2930.8
0.417262,2885.6
0.417298,2956
0.417333,2874.4
0.417369,2897.2
0.417405,2886
0.41744,2884
0.417476,2912.4
0.417511,2882
0.417547,2869.6
0.417582,2861.2
0.417618,2914
0.417653,2857.6
0.417689,2893.6
0.417725,2869.6
0.41776,2962.8
0.417796,2928.4
0.417831,2886.4
0.417867,2899.2
0.417902,2941.2
0.417938,2897.2
0.417973,2893.6
0.418009,2916
0.418044,2903.2
0.41808,2926
0.418116,2944.8
0.418151,2934
0.418187,2944
0.418222,2918
0.418258,2933.2
0.418293,2905.6
0.418329,2876.4
0.418364,2926.4
0.4184,2912.8
0.418435,2964.8
0.418471,2900.8
0.418506,2921.2
0.418542,2931.2
0.418578,2898.8
0.418613,2935.2
0.418649,2899.6
0.418684,2945.2
0.41872,2956.4
0.418755,2945.2
0.418791,2928.8
0.418826,2948
0.418862,2948.8
0.418897,2932.8
0.418933,2970.8
0.418968,2975.2
0.419004,2924
0.419039,2955.6
0.419075,2962.4
0.41911,2970.8
0.419146,2962.8
0.419182,2952.4
0.419217,2958.8
0.419253,2981.2
0.419288,2941.2
0.419324,2996.8
0.419359,2987.2
0.419395,2981.6
0.41943,2927.2
0.419466,3030.8
0.419501,2946
0.419537,2986
0.419572,2983.2
0.419608,2946.8
0.419643,2964
0.419679,2956.4
0.419714,3019.2
0.41975,2948.4
0.419785,3020.8
0.419821,3022.8
0.419856,2974.4
0.419892,2969.2
0.419927,2994
0.419963,2974.8
0.419998,2959.2
0.420034,2992.4
0.420069,2977.6
0.420105,2985.6
0.42014,2978
0.420176,3013.6
0.420211,3005.2
0.420247,2940.8
0.420282,2992.4
0.420318,3047.6
0.420353,3023.6
0.420389,3013.2
0.420424,3002.4
0.42046,3022.8
0.420495,3025.6
0.420531,3001.2
0.420566,2998.4
0.420602,3009.2
0.420637,3016.4
0.420673,2994.4
0.420708,3033.2
0.420744,3018.4
0.420779,3015.2
0.420815,2995.6
0.42085,3018.8
0.420886,3032.8
0.420921,3028.8
0.420957,3099.2
0.420992,3048
0.421028,3024
0.421063,3046.4
0.421098,3041.2
0.421134,3033.2
0.421169,3062
0.421205,3035.6
0.42124,3033.2
0.421276,3036.8
0.421311,3048.8
0.421347,3029.6
0.421382,3067.6
0.421418,3046.8
0.421453,3076.8
0.421489,3088.8
0.421524,3025.6
0.42156,3095.6
0.421595,3075.6
0.421631,3048.4
0.421666,3077.2
0.421701,3119.6
0.421737,3050
0.421772,3050.4
0.421808,3086.4
0.421843,3091.2
0.421879,3104
0.421914,3140.8
0.42195,3147.2
0.421985,3100.4
0.422021,3053.6
0.422056,3086.4
0.422092,3072.4
0.422127,3075.6
0.422162,3100
0.422198,3061.2
0.422233,3062.4
0.422269,3034.8
0.422304,3082.8
0.42234,3107.2
0.422375,3089.2
0.422411,3089.6
0.422446,3112.4
0.422482,3086.8
0.422517,3079.6
0.422552,3124.4
0.422588,3089.6
0.422623,3060.8
0.422659,3143.2
0.422694,3096.4
0.42273,3073.6
0.422765,3099.2
0.422801,3100.8
0.422836,3089.6
0.422871,3168.4
0.422907,3111.6
0.422942,3116
0.422978,3139.6
0.423013,3135.6
0.423049,3152.4
0.423084,3105.2
0.42312,3139.2
0.423155,3160
0.42319,3132.4
0.423226,3161.6
0.423261,3130
0.423297,3169.2
0.423332,3146
0.423368,3168.8
0.423403,3149.2
0.423438,3158.8
0.423474,3157.6
0.423509,3142.8
0.423545,3167.6
0.42358,3131.6
0.423616,3138.4
0.423651,3155.6
0.423686,3160
0.423722,3148.4
0.423757,3154
0.423793,3120
0.423828,3166.8
0.423863,3186
0.423899,3193.2
0.423934,3202
0.42397,3161.2
0.424005,3129.6
0.424041,3169.6
0.424076,3159.6
0.424111,3140
0.424147,3110.8
0.424182,3203.2
0.424218,3184
0.424253,3179.2
0.424288,3200
0.424324,3213.2
0.424359,3197.6
0.424395,3178.4
0.42443,3219.6
0.424465,3221.2
0.424501,3202
0.424536,3195.2
0.424572,3208
0.424607,3223.2
0.424642,3180.8
0.424678,3213.2
0.424713,3216
0.424749,3220.4
0.424784,3209.2
0.424819,3246.8
0.424855,3244.8
0.42489,3217.2
0.424926,3187.6
0.424961,3177.2
0.424996,3231.2
0.425032,3235.6
0.425067,3236.4
0.425103,3205.2
0.425138,3202.4
0.425173,3242.8
0.425209,3271.6
0.425244,3212.4
0.42528,3206
0.425315,3270.8
0.42535,3207.6
0.425386,3252
0.425421,3250
0.425457,3203.6
0.425492,3235.6
0.425527,3232.4
0.425563,3263.6
0.425598,3229.6
0.425633,3242
0.425669,3278.4
0.425704,3264.8
0.42574,3282.8
0.425775,3236
0.42581,3243.2
0.425846,3210.4
0.425881,3246
0.425916,3254.8
0.425952,3256
0.425987,3282.4
0.426023,3229.2
0.426058,3230.4
0.426093,3288.8
0.426129,3243.6
0.426164,3242.8
0.426199,3287.6
0.426235,3272
0.42627,3272.8
0.426305,3233.6
0.426341,3242
0.426376,3268.8
0.426412,3303.6
0.426447,3312
0.426482,3244
0.426518,3290.8
0.426553,3294.4
0.426588,3259.2
0.426624,3312
0.426659,3262.8
0.426694,3277.2
0.42673,3306.4
0.426765,3274.4
0.426801,3287.2
0.426836,3295.6
0.426871,3306.8
0.426907,3266
0.426942,3304.8
0.426977,3298.4
0.427013,3317.6
0.427048,3316
0.427083,3310.8
0.427119,3335.2
0.427154,3337.2
0.427189,3296.4
0.427225,3280.4
0.42726,3310.4
0.427295,3306.4
0.427331,3285.6
0.427366,3314.8
0.427401,3319.2
0.427437,3345.2
0.427472,3314.4
0.427507,3313.2
0.427543,3332
0.427578,3334.8
0.427613,3341.2
0.427649,3278.4
0.427684,3349.2
0.427719,3343.2
0.427755,3364.8
0.42779,3374.8
0.427825,3336.4
0.427861,3361.6
0.427896,3380
0.427931,3344.4
0.427967,3374.4
0.428002,3377.6
0.428037,3349.6
0.428073,3399.2
0.428108,3351.2
0.428143,3362
0.428179,3390
0.428214,3375.2
0.428249,3380.4
0.428285,3411.6
0.42832,3360
0.428355,3413.6
0.428391,3380.8
0.428426,3340
0.428461,3352.8
0.428497,3403.6
0.428532,3386
0.428567,3378.4
0.428602,3357.2
0.428638,3407.2
0.428673,3381.6
0.428708,3389.2
0.428744,3398
0.428779,3403.2
0.428814,3386
0.42885,3391.6
0.428885,3407.6
0.42892,3413.2
0.428956,3454.4
0.428991,3406.8
0.429026,3478
0.429061,3428.4
0.429097,3438.4
0.429132,3400
0.429167,3420.8
0.429203,3416
0.429238,3441.2
0.429273,3435.6
0.429309,3441.6
0.429344,3466.8
0.429379,3451.2
0.429414,3438.8
0.42945,3472.4
0.429485,3464
0.42952,3451.2
0.429556,3435.2
0.429591,3463.6
0.429626,3480.4
0.429661,3422.8
0.429697,3475.2
0.429732,3461.2
0.429767,3451.2
0.429803,3430.8
0.429838,3406.4
0.429873,3457.2
0.429908,3467.2
0.429944,3502.4
0.429979,3458.4
0.430014,3455.2
0.43005,3520.4
0.430085,3418.4
0.43012,3482
0.430155,3462.4
0.430191,3464.8
0.430226,3527.2
0.430261,3522.8
0.430297,3459.2
0.430332,3501.2
0.430367,3444
0.430402,3499.6
0.430438,3511.6
0.430473,3473.6
0.430508,3479.2
0.430543,3530.4
0.430579,3489.2
0.430614,3526.8
0.430649,3450.4
0.430684,3502.8
0.43072,3479.6
0.430755,3480.8
0.43079,3529.2
0.430826,3536
0.430861,3514
0.430896,3526.4
0.430931,3538
0.430967,3522.8
0.431002,3549.6
0.431037,3530
0.431072,3533.2
0.431108,3506.8
0.431143,3498
0.431178,3530
0.431213,3497.6
0.431249,3542.4
0.431284,3555.6
0.431319,3525.2
0.431354,3526.8
0.43139,3572.8
0.431425,3513.6
0.43146,3556.4
0.431495,3554.8
0.431531,3600.4
0.431566,3571.2
0.431601,3550.4
0.431636,3634.4
0.431672,3574.4
0.431707,3584.8
0.431742,3580
0.431777,3556
0.431812,3554
0.431848,3584.4
0.431883,3608.8
0.431918,3578.8
0.431953,3616.8
0.431989,3569.2
0.432024,3587.6
0.432059,3544
0.432094,3586
0.43213,3566.4
0.432165,3581.6
0.4322,3614.4
0.432235,3612.4
0.43227,3598
0.432306,3639.2
0.432341,3663.2
0.432376,3571.6
0.432411,3629.2
0.432447,3665.6
0.432482,3631.2
0.432517,3625.2
0.432552,3608.4
0.432588,3659.2
0.432623,3594.8
0.432658,3590
0.432693,3613.2
0.432728,3624.4
0.432764,3658
0.432799,3646.4
0.432834,3593.6
0.432869,3630.4
0.432904,3630.4
0.43294,3653.2
0.432975,3658.4
0.43301,3613.2
0.433045,3631.6
0.43308,3618
0.433116,3657.2
0.433151,3646
0.433186,3666.4
0.433221,3675.2
0.433257,3692
0.433292,3628.4
0.433327,3648.4
0.433362,3648.4
0.433397,3685.6
0.433433,3614.4
0.433468,3630
0.433503,3691.2
0.433538,3644
0.433573,3656
0.433609,3682.8
0.433644,3699.2
0.433679,3675.2
0.433714,3664.8
0.433749,3643.6
0.433784,3682.8
0.43382,3717.6
0.433855,3671.2
0.43389,3671.2
0.433925,3742.4
0.43396,3657.2
0.433996,3661.6
0.434031,3630
0.434066,3674.8
0.434101,3724.4
0.434136,3686.8
0.434172,3692.8
0.434207,3719.6
0.434242,3777.2
0.434277,3730
0.434312,3728
0.434347,3745.6
0.434383,3749.2
0.434418,3746.8
0.434453,3697.6
0.434488,3736.8
0.434523,3714
0.434558,3740.4
0.434594,3786.4
0.434629,3775.2
0.434664,3720
0.434699,3723.2
0.434734,3738.8
0.434769,3793.2
0.434805,3738
0.43484,3754.4
0.434875,3729.6
0.43491,3730.8
0.434945,3778.8
0.43498,3808.4
0.435016,3764
0.435051,3771.6
0.435086,3757.6
0.435121,3745.6
0.435156,3740
0.435191,3792.8
0.435227,3754
0.435262,3787.6
0.435297,3804.4
0.435332,3757.2
0.435367,3794.4
0.435402,3750.4
0.435438,3800
0.435473,3824.4
0.435508,3804
0.435543,3758.4
0.435578,3777.6
0.435613,3750.8
0.435648,3815.2
0.435684,3765.6
0.435719,3832.8
0.435754,3830.8
0.435789,3812.8
0.435824,3805.2
0.435859,3835.2
0.435894,3781.6
0.43593,3841.6
0.435965,3806.8
0.436,3856.8
0.436035,3810.4
0.43607,3862.8
0.436105,3848.8
0.43614,3862.4
0.436176,3842.8
0.436211,3817.6
0.436246,3857.2
0.436281,3865.6
0.436316,3812.4
0.436351,3836.4
0.436386,3855.2
0.436421,3821.2
0.436457,3837.2
0.436492,3832.8
0.436527,3860.4
0.436562,3887.6
0.436597,3906.8
0.436632,3844
0.436667,3921.2
0.436702,3930.8
0.436738,3891.2
0.436773,3856
0.436808,3784
0.436843,3848
0.436878,3870.8
0.436913,3868.4
0.436948,3945.6
0.436983,3902.8
0.437018,3869.2
0.437054,3887.6
