329.816,84.8,84.8
329.853,76.8,76.8
329.889,87.6,87.6
329.926,90.8,90.8
329.962,85.6,85.6
329.998,94.8,94.8
330.035,91.6,91.6
330.071,82.4,82.4
330.108,94.8,94.8
330.144,86,86
330.18,95.6,95.6
330.217,84,84
330.253,104.8,104.8
330.289,92,92
330.326,92.4,92.4
330.362,88.8,88.8
330.399,88,88
330.435,91.6,91.6
330.471,110.4,110.4
330.508,99.2,99.2
330.544,109.6,109.6
330.581,94,94
330.617,99.2,99.2
330.653,103.6,103.6
330.69,112,112
330.726,90,90
330.762,102.8,102.8
330.799,101.6,101.6
330.835,110.4,110.4
330.872,101.2,101.2
330.908,107.2,107.2
330.944,106.8,106.8
330.981,108,108
331.017,109.6,109.6
331.053,95.6,95.6
331.09,106.8,106.8
331.126,111.6,111.6
331.163,110.8,110.8
331.199,106.8,106.8
331.235,100.4,100.4
331.272,113.2,113.2
331.308,112,112
331.344,121.2,121.2
331.381,119.2,119.2
331.417,110.8,110.8
331.454,115.2,115.2
331.49,129.6,129.6
331.526,120.4,120.4
331.563,122,122
331.599,128,128
331.635,115.6,115.6
331.672,118,118
331.708,118,118
331.744,123.6,123.6
331.781,117.2,117.2
331.817,106.4,106.4
331.854,133.2,133.2
331.89,132.8,132.8
331.926,118.4,118.4
331.963,126,126
331.999,125.6,125.6
332.035,130,130
332.072,130.8,130.8
332.108,124.4,124.4
332.144,128.8,128.8
332.181,133.2,133.2
332.217,129.6,129.6
332.253,134,134
332.29,148,148
332.326,139.6,139.6
332.362,134,134
332.399,141.2,141.2
332.435,131.6,131.6
332.472,132.4,132.4
332.508,140.4,140.4
332.544,140.4,140.4
332.581,136.4,136.4
332.617,139.6,139.6
332.653,129.6,129.6
332.69,150.8,150.8
332.726,134.8,134.8
332.762,133.6,133.6
332.799,144.8,144.8
332.835,148.4,148.4
332.871,140.8,140.8
332.908,145.6,145.6
332.944,152,152
332.98,143.6,143.6
333.017,157.6,157.6
333.053,136.4,136.4
333.089,137.6,137.6
333.126,156.4,156.4
333.162,155.2,155.2
333.198,158.8,158.8
333.235,151.2,151.2
333.271,160,160
333.307,155.2,155.2
333.344,156,156
333.38,161.2,161.2
333.416,154,154
333.453,169.6,169.6
333.489,160.4,160.4
333.525,165.6,165.6
333.562,165.6,165.6
333.598,150,150
333.634,178,178
333.671,160,160
333.707,170.4,170.4
333.743,170.4,170.4
333.78,157.6,157.6
333.816,172.8,172.8
333.852,156.4,156.4
333.889,175.2,175.2
333.925,176.8,176.8
333.961,187.6,187.6
333.998,176,176
334.034,172.4,172.4
334.07,165.2,165.2
334.107,178.4,178.4
334.143,176.4,176.4
334.179,184.8,184.8
334.216,167.6,167.6
334.252,176.4,176.4
334.288,186.4,186.4
334.325,191.6,191.6
334.361,162,162
334.397,175.2,175.2
334.434,172.4,172.4
334.47,188,188
334.506,188.8,188.8
334.543,177.2,177.2
334.579,192.8,192.8
334.615,189.6,189.6
334.651,194,194
334.688,202.8,202.8
334.724,193.2,193.2
334.76,187.6,187.6
334.797,178.4,178.4
334.833,206,206
334.869,186.4,186.4
334.906,187.6,187.6
334.942,182.8,182.8
334.978,189.6,189.6
335.015,184.8,184.8
335.051,189.2,189.2
335.087,199.6,199.6
335.124,186.8,186.8
335.16,194.8,194.8
335.196,192.8,192.8
335.232,193.6,193.6
335.269,199.6,199.6
335.305,224,224
335.341,203.6,203.6
335.378,202,202
335.414,207.2,207.2
335.45,192.4,192.4
335.487,211.6,211.6
335.523,210.8,210.8
335.559,209.2,209.2
335.595,212.4,212.4
335.632,222.8,222.8
335.668,211.2,211.2
335.704,203.2,203.2
335.741,219.2,219.2
335.777,231.6,231.6
335.813,220,220
335.85,200,200
335.886,200.4,200.4
335.922,226.4,226.4
335.958,196.8,196.8
335.995,215.6,215.6
336.031,208.8,208.8
336.067,221.6,221.6
336.104,220.8,220.8
336.14,217.6,217.6
336.176,205.6,205.6
336.212,234.4,234.4
336.249,224,224
336.285,231.2,231.2
336.321,224.4,224.4
336.358,218.8,218.8
336.394,224,224
336.43,237.6,237.6
336.466,230,230
336.503,221.2,221.2
336.539,226,226
336.575,234,234
336.612,222.8,222.8
336.648,241.6,241.6
336.684,240,240
336.72,235.6,235.6
336.757,221.2,221.2
336.793,230.8,230.8
336.829,241.6,241.6
336.866,264.8,264.8
336.902,237.6,237.6
336.938,246.8,246.8
336.974,230.8,230.8
337.011,238.8,238.8
337.047,242.4,242.4
337.083,246.4,246.4
337.119,231.6,231.6
337.156,244.4,244.4
337.192,243.6,243.6
337.228,242.4,242.4
337.265,249.2,249.2
337.301,251.2,251.2
337.337,245.6,245.6
337.373,238,238
337.41,245.2,245.2
337.446,234,234
337.482,234.8,234.8
337.518,256.4,256.4
337.555,254.4,254.4
337.591,254,254
337.627,233.2,233.2
337.663,244,244
337.7,274.4,274.4
337.736,270.4,270.4
337.772,241.2,241.2
337.808,250.8,250.8
337.845,252.8,252.8
337.881,268.8,268.8
337.917,274.8,274.8
337.954,252.4,252.4
337.99,256.4,256.4
338.026,254.4,254.4
338.062,263.6,263.6
338.099,252.4,252.4
338.135,247.2,247.2
338.171,263.2,263.2
338.207,255.6,255.6
338.244,264.8,264.8
338.28,276,276
338.316,282.8,282.8
338.352,267.6,267.6
338.389,261.6,261.6
338.425,249.2,249.2
338.461,259.2,259.2
338.497,268.8,268.8
338.534,271.6,271.6
338.57,274.8,274.8
338.606,284.8,284.8
338.642,279.2,279.2
338.679,282.4,282.4
338.715,257.6,257.6
338.751,275.2,275.2
338.787,285.6,285.6
338.824,276.4,276.4
338.86,275.6,275.6
338.896,286.8,286.8
338.932,272,272
338.968,286.8,286.8
339.005,282,282
339.041,282.4,282.4
339.077,298.4,298.4
339.113,295.6,295.6
339.15,297.2,297.2
339.186,280.4,280.4
339.222,294,294
339.258,281.6,281.6
339.295,295.2,295.2
339.331,282.8,282.8
339.367,303.2,303.2
339.403,294.8,294.8
339.44,298.8,298.8
339.476,285.2,285.2
339.512,299.2,299.2
339.548,308,308
339.584,311.2,311.2
339.621,294.4,294.4
339.657,297.2,297.2
339.693,289.2,289.2
339.729,314.4,314.4
339.766,297.2,297.2
339.802,304.4,304.4
339.838,310.8,310.8
339.874,292,292
339.911,296.8,296.8
339.947,285.2,285.2
339.983,314.8,314.8
340.019,313.6,313.6
340.055,302.8,302.8
340.092,312.8,312.8
340.128,304.4,304.4
340.164,321.2,321.2
340.2,309.6,309.6
340.237,300.8,300.8
340.273,300.4,300.4
340.309,324.8,324.8
340.345,318.4,318.4
340.381,305.6,305.6
340.418,319.2,319.2
340.454,296.4,296.4
340.49,306.4,306.4
340.526,308.8,308.8
340.562,305.6,305.6
340.599,314.8,314.8
340.635,326,326
340.671,309.6,309.6
340.707,302.4,302.4
340.744,310.8,310.8
340.78,319.6,319.6
340.816,313.6,313.6
340.852,316.8,316.8
340.888,328.8,328.8
340.925,326.4,326.4
340.961,322.8,322.8
340.997,322,322
341.033,334.8,334.8
341.069,316.8,316.8
341.106,306.4,306.4
341.142,324.8,324.8
341.178,332.4,332.4
341.214,321.2,321.2
341.25,317.2,317.2
341.287,328.8,328.8
341.323,312.4,312.4
341.359,325.2,325.2
341.395,326.4,326.4
341.431,334,334
341.468,325.6,325.6
341.504,328.4,328.4
341.54,330.8,330.8
341.576,316,316
341.612,346.4,346.4
341.649,328.8,328.8
341.685,335.6,335.6
341.721,322.8,322.8
341.757,342.8,342.8
341.793,340,340
341.829,340,340
341.866,326,326
341.902,344,344
341.938,340,340
341.974,349.6,349.6
342.01,312.4,312.4
342.047,341.6,341.6
342.083,360.8,360.8
342.119,342.4,342.4
342.155,348.8,348.8
342.191,326,326
342.228,347.2,347.2
342.264,332.4,332.4
342.3,334.8,334.8
342.336,345.6,345.6
342.372,353.2,353.2
342.408,355.2,355.2
342.445,350.8,350.8
342.481,356.8,356.8
342.517,370.8,370.8
342.553,352,352
342.589,363.6,363.6
342.625,342.8,342.8
342.662,350.8,350.8
342.698,354.4,354.4
342.734,361.2,361.2
342.77,355.2,355.2
342.806,351.6,351.6
342.843,346,346
342.879,356,356
342.915,376,376
342.951,358,358
342.987,355.6,355.6
343.023,360.8,360.8
343.06,363.6,363.6
343.096,366.4,366.4
343.132,365.2,365.2
343.168,362.4,362.4
343.204,362.8,362.8
343.24,378.4,378.4
343.277,358.4,358.4
343.313,361.2,361.2
343.349,374.4,374.4
343.385,364.8,364.8
343.421,371.2,371.2
343.457,348.4,348.4
343.494,382.8,382.8
343.53,382.4,382.4
343.566,362.8,362.8
343.602,378,378
343.638,360.4,360.4
343.674,373.2,373.2
343.71,357.2,357.2
343.747,376.4,376.4
343.783,367.6,367.6
343.819,384.4,384.4
343.855,392.4,392.4
343.891,386.4,386.4
343.927,383.6,383.6
343.964,378.4,378.4
344,369.2,369.2
344.036,360.8,360.8
344.072,377.6,377.6
344.108,366.8,366.8
344.144,387.6,387.6
344.18,386.8,386.8
344.217,386.4,386.4
344.253,371.2,371.2
344.289,390.4,390.4
344.325,396.8,396.8
344.361,396.4,396.4
344.397,390.8,390.8
344.433,372.4,372.4
344.47,394.8,394.8
344.506,379.6,379.6
344.542,376,376
344.578,402,402
344.614,381.2,381.2
