wavelength [nm],intensity,std of intensity,Backgroundless I,eV,True Spectrum,,I/2,True Spec / 2,,2I,2 True Spec
335.341,1502.0,9.797958971132712,452.4000000000001,3.6977285807580937,166.31625113558715,,226.20000000000005,83.15812556779358,,904.8000000000002,332.6325022711743
335.378,1509.3333333333333,6.182412330330469,458.93333333333317,3.697320635223539,168.5450549441253,,229.46666666666658,84.27252747206265,,917.8666666666663,337.0901098882506
335.414,1486.0,9.092121131323903,439.5999999999999,3.6969238016302244,161.2837388820788,,219.79999999999995,80.6418694410394,,879.1999999999998,322.5674777641576
335.45,1469.3333333333333,18.06162291219209,417.33333333333326,3.6965270532121033,152.96165635040336,,208.66666666666663,76.48082817520168,,834.6666666666665,305.9233127008067
335.487,1480.6666666666667,5.734883511361751,428.26666666666665,3.6961193727327735,156.8080902548181,,214.13333333333333,78.40404512740905,,856.5333333333333,313.6161805096362
335.523,1474.6666666666667,15.86050300449376,421.06666666666683,3.695722796946856,154.01814860594948,,210.53333333333342,77.00907430297474,,842.1333333333337,308.03629721189895
335.559,1468.6666666666667,3.39934634239519,416.26666666666665,3.6953263062531474,152.1106539632039,,208.13333333333333,76.05532698160195,,832.5333333333333,304.2213079264078
335.595,1463.3333333333333,2.494438257849294,411.73333333333335,3.694929900624264,150.304196455635,,205.86666666666667,75.1520982278175,,823.4666666666667,300.60839291127
335.632,1479.3333333333333,12.256517540566824,430.1333333333332,3.6945225723411355,156.86041313718417,,215.0666666666666,78.43020656859208,,860.2666666666664,313.72082627436833
335.668,1474.0,6.531972647421808,422.79999999999995,3.694126339120798,154.03256665627237,,211.39999999999998,77.01628332813618,,845.5999999999999,308.06513331254473
335.704,1467.3333333333333,11.8133634311129,416.1333333333332,3.693730190882444,151.45287268729066,,208.0666666666666,75.72643634364533,,832.2666666666664,302.90574537458133
335.741,1489.3333333333333,2.494438257849294,427.33333333333326,3.693323127053294,155.37005658411366,,213.66666666666663,77.68502829205683,,854.6666666666665,310.7401131682273
335.777,1458.6666666666667,6.79869268479038,405.8666666666668,3.6929271510556116,147.41837284180252,,202.9333333333334,73.70918642090126,,811.7333333333336,294.83674568360505
335.813,1461.3333333333333,11.585431464655178,410.93333333333317,3.6925312599571787,149.11021360624306,,205.46666666666658,74.55510680312153,,821.8666666666663,298.22042721248613
335.85,1448.0,4.320493798938574,396.0,3.6921244603245493,143.54468509119482,,198.0,71.77234254559741,,792.0,287.08937018238964
335.886,1469.3333333333333,4.988876515698588,421.33333333333326,3.691728741299131,152.57584413771602,,210.66666666666663,76.28792206885801,,842.6666666666665,305.15168827543204
335.922,1466.0,10.198039027185569,411.5999999999999,3.6913331070903364,148.90301004703954,,205.79999999999995,74.45150502351977,,823.1999999999998,297.8060200940791
335.958,1479.3333333333333,10.624918300339484,425.73333333333335,3.690937557670899,153.8629420132886,,212.86666666666667,76.9314710066443,,851.4666666666667,307.7258840265772
335.995,1472.6666666666667,4.714045207910317,419.06666666666683,3.6905311090938855,151.29894190257863,,209.53333333333342,75.64947095128932,,838.1333333333337,302.59788380515727
336.031,1471.3333333333333,7.71722460186015,416.93333333333317,3.69013573152477,150.37924339094963,,208.46666666666658,75.18962169547481,,833.8666666666663,300.75848678189925
336.067,1439.3333333333333,16.110727964792762,390.93333333333317,3.6897404386625285,140.86159506015585,,195.46666666666658,70.43079753007792,,781.8666666666663,281.7231901203117
336.104,1441.3333333333333,8.379870059984356,391.33333333333326,3.6893342536833837,140.86188725209894,,195.66666666666663,70.43094362604947,,782.6666666666665,281.7237745041979
